年月日時,気温(℃),現地気圧(hPa),相対湿度(％),風速(m/s),雲量(10分比),降水量(mm)
2023/12/31 9:00,6.2,1007.7,95,2.6,10,0.5
2023/12/31 10:00,7.9,1005.5,88,1.5,,0
2023/12/31 11:00,9,1004.5,87,0.9,,0
2023/12/31 12:00,11.1,1001.6,77,2.2,2,0
2023/12/31 13:00,11.9,1000.3,71,1.1,,0
2023/12/31 14:00,12.3,999.4,68,1.6,,0
2023/12/31 15:00,12.1,999.1,67,0.6,10-,0
2023/12/31 16:00,11.9,999.2,73,0.3,,0
2023/12/31 17:00,11,999.3,76,0.6,,0
2023/12/31 18:00,11,999.2,80,1.1,10-,0
2023/12/31 19:00,9.6,999.1,86,0.8,,0
2023/12/31 20:00,11.4,1000.2,71,1.7,,0
2023/12/31 21:00,11,1000.1,73,1.7,2,0
2023/12/31 22:00,9.5,1001,83,0.9,,0
2023/12/31 23:00,9.4,1001.3,80,1.1,,0
2024/1/1 0:00,9.1,1002.3,84,1.2,,0
2024/1/1 1:00,9,1003.4,82,2,,0
2024/1/1 2:00,9.7,1004.8,75,1.7,,0
2024/1/1 3:00,10.6,1005.6,57,3.9,8,0
2024/1/1 4:00,10.3,1006.9,55,7.4,,0
2024/1/1 5:00,9.8,1009,55,8.4,,0
2024/1/1 6:00,9.3,1011,53,3.5,0+,0
2024/1/1 7:00,8.9,1012.3,50,4.7,,0
2024/1/1 8:00,8.8,1013.6,49,6.7,,0
2024/1/1 9:00,9.7,1015.6,46,5.7,0+,0
2024/1/1 10:00,10.6,1016.3,40,8.2,,0
2024/1/1 11:00,11.5,1016.3,41,5.5,,0
2024/1/1 12:00,11.6,1016.3,37,5.1,0+,0
2024/1/1 13:00,11.8,1016.7,34,5.8,,0
2024/1/1 14:00,12,1017,32,4,,0
2024/1/1 15:00,11.2,1017.9,34,4.5,0+,0
2024/1/1 16:00,10.5,1018.7,34,3.8,,0
2024/1/1 17:00,9.8,1019.9,35,2.6,,0
2024/1/1 18:00,8.6,1020.9,39,2.6,0,0
2024/1/1 19:00,7.4,1021.8,42,1.8,,0
2024/1/1 20:00,7.1,1022.3,44,1.5,,0
2024/1/1 21:00,6.6,1023,52,2.2,0,0
2024/1/1 22:00,5.6,1023.1,55,1.3,,0
2024/1/1 23:00,5.3,1023.4,53,2.7,,0
2024/1/2 0:00,4.4,1023.2,56,2.6,,0
2024/1/2 1:00,4.1,1022.8,58,2.9,,0
2024/1/2 2:00,4.5,1022.4,56,1.8,,0
2024/1/2 3:00,4.2,1022.5,57,3.1,6,0
2024/1/2 4:00,3.7,1022.1,60,3.9,,0
2024/1/2 5:00,3.2,1021.7,64,1.4,,0
2024/1/2 6:00,4.4,1021.2,57,1.8,10-,0
2024/1/2 7:00,4.6,1021.1,56,1.7,,0
2024/1/2 8:00,4.7,1020.6,56,1.4,,0
2024/1/2 9:00,6,1020.3,51,1.3,9,0
2024/1/2 10:00,7.5,1019.6,49,1.9,,0
2024/1/2 11:00,8,1018.4,52,2.6,,0
2024/1/2 12:00,7.7,1017.2,53,1.4,10-,0
2024/1/2 13:00,8.2,1016,55,1.1,,0
2024/1/2 14:00,8.1,1015.1,63,0.5,,0
2024/1/2 15:00,8.6,1014.4,63,2.5,10-,0
2024/1/2 16:00,8.6,1013.8,70,2.2,,0
2024/1/2 17:00,7.6,1013.5,79,1.3,,0
2024/1/2 18:00,7.3,1014.4,73,3.3,8,0
2024/1/2 19:00,6.2,1014,78,1.7,,0
2024/1/2 20:00,7.4,1013.5,73,1.5,,0
2024/1/2 21:00,5.6,1013.6,81,0.8,2,0
2024/1/2 22:00,5.5,1013.6,80,1.3,,0
2024/1/2 23:00,5.4,1013.2,82,1.5,,0
2024/1/3 0:00,4.5,1012.9,84,1.7,,0
2024/1/3 1:00,4.2,1012.4,83,1.4,,0
2024/1/3 2:00,3.6,1012.7,84,1.2,,0
2024/1/3 3:00,3.6,1012.6,84,1.9,0,0
2024/1/3 4:00,3.6,1012.5,78,1.8,,0
2024/1/3 5:00,3.8,1012,76,1,,0
2024/1/3 6:00,2.9,1012.1,81,2,10-,0
2024/1/3 7:00,3.5,1013.1,80,2.6,,0
2024/1/3 8:00,5.6,1012.8,70,1.2,,0
2024/1/3 9:00,7.1,1013.1,67,1.2,10,0
2024/1/3 10:00,8.3,1013.1,63,1.6,,0
2024/1/3 11:00,9,1012.6,56,1.3,,0
2024/1/3 12:00,10,1011,56,1.1,10,0
2024/1/3 13:00,10.1,1010.5,54,1.7,,0
2024/1/3 14:00,10.7,1009.9,57,1.9,,0
2024/1/3 15:00,10.8,1009.7,59,0.5,10,0
2024/1/3 16:00,10.7,1008.9,62,1.2,,0
2024/1/3 17:00,8.5,1009.5,70,0.8,,0
2024/1/3 18:00,8.9,1009.7,70,1.6,10-,0
2024/1/3 19:00,9.2,1009.4,69,0.9,,0
2024/1/3 20:00,8.8,1008.5,76,0.7,,0
2024/1/3 21:00,8.7,1007.8,82,2.3,10-,0
2024/1/3 22:00,8.5,1006.8,86,0.4,,0
2024/1/3 23:00,8.7,1006.1,82,0.6,,0
2024/1/4 0:00,7.9,1006,93,1.3,,0
2024/1/4 1:00,8.1,1004.9,87,1.7,,0
2024/1/4 2:00,8,1004.7,82,2,,0
2024/1/4 3:00,7.6,1003.8,87,1.2,10,0
2024/1/4 4:00,7.7,1003.4,86,2,,0
2024/1/4 5:00,7.7,1003.2,86,1.6,,0
2024/1/4 6:00,8.1,1003.6,85,1.9,10-,0
2024/1/4 7:00,8.1,1004.3,81,2.3,,0
2024/1/4 8:00,7.6,1005.8,84,1.1,,0
2024/1/4 9:00,9.1,1007.5,78,1.9,9,0
2024/1/4 10:00,10.5,1008.2,57,4.7,,0
2024/1/4 11:00,13,1008.2,46,3.5,,0
2024/1/4 12:00,14.4,1007.9,38,6.1,0+,0
2024/1/4 13:00,14.7,1008.2,36,6.4,,0
2024/1/4 14:00,14.4,1009.3,36,7.2,,0
2024/1/4 15:00,13.4,1010.7,33,5.2,0+,0
2024/1/4 16:00,12.3,1012.1,33,4.4,,0
2024/1/4 17:00,11.2,1013.7,35,4.9,,0
2024/1/4 18:00,10.1,1014.8,38,4.1,0,0
2024/1/4 19:00,8.8,1016,44,4,,0
2024/1/4 20:00,8.4,1017.1,45,2.4,,0
2024/1/4 21:00,7.8,1017.5,48,2.2,0,0
2024/1/4 22:00,7.9,1017.6,47,2.3,,0
2024/1/4 23:00,6.6,1017.7,50,2.2,,0
2024/1/5 0:00,7,1017.9,47,2.3,,0
2024/1/5 1:00,5.8,1018.2,51,1.9,,0
2024/1/5 2:00,4.2,1018.7,58,0.7,,0
2024/1/5 3:00,3.7,1018.5,64,1.6,0+,0
2024/1/5 4:00,3.6,1018.4,63,2.6,,0
2024/1/5 5:00,3.9,1018.8,65,2.7,,0
2024/1/5 6:00,3.4,1019.3,68,2.6,7,0
2024/1/5 7:00,3.8,1019.2,64,1.4,,0
2024/1/5 8:00,4.3,1019.1,63,2.1,,0
2024/1/5 9:00,5.7,1019.3,58,1.1,0+,0
2024/1/5 10:00,8,1018.6,52,2.4,,0
2024/1/5 11:00,9.2,1017.4,46,1.6,,0
2024/1/5 12:00,11.1,1015.9,41,0.9,0+,0
2024/1/5 13:00,12.4,1014.5,43,1.4,,0
2024/1/5 14:00,13.1,1013.7,42,0.7,,0
2024/1/5 15:00,12.8,1013,52,2.5,0+,0
2024/1/5 16:00,12,1013,63,1,,0
2024/1/5 17:00,11,1013.1,51,2.7,,0
2024/1/5 18:00,9.3,1013.2,55,2.1,0+,0
2024/1/5 19:00,8.2,1013.5,58,1.8,,0
2024/1/5 20:00,7.7,1013.7,60,1,,0
2024/1/5 21:00,6.9,1013.9,62,0.3,0,0
2024/1/5 22:00,6.6,1013.9,65,2.4,,0
2024/1/5 23:00,6,1013.9,67,1.8,,0
2024/1/6 0:00,5.6,1013.7,66,1.7,,0
2024/1/6 1:00,5,1013.4,67,1.3,,0
2024/1/6 2:00,5.7,1013.2,65,1.1,,0
2024/1/6 3:00,4.7,1012.9,71,0.6,0,0
2024/1/6 4:00,4.8,1012.7,74,2,,0
2024/1/6 5:00,4.1,1012.5,80,0.8,,0
2024/1/6 6:00,4.5,1012.6,79,1.6,0+,0
2024/1/6 7:00,3.4,1012.5,81,0.8,,0
2024/1/6 8:00,5.5,1012.4,74,1.1,,0
2024/1/6 9:00,7.5,1012.5,64,0.7,0+,0
2024/1/6 10:00,10.1,1011.8,56,1,,0
2024/1/6 11:00,12,1010.5,50,1.2,,0
2024/1/6 12:00,13.2,1009.1,46,1.9,0+,0
2024/1/6 13:00,14,1007.9,43,1.7,,0
2024/1/6 14:00,15.2,1007.2,43,1.4,,0
2024/1/6 15:00,14.7,1006.8,41,0.8,0+,0
2024/1/6 16:00,13.8,1006.6,45,0.3,,0
2024/1/6 17:00,11,1006.5,58,1.4,,0
2024/1/6 18:00,10.5,1006.6,61,2,0,0
2024/1/6 19:00,11.7,1006.3,60,2.9,,0
2024/1/6 20:00,12,1006,59,2.7,,0
2024/1/6 21:00,10.7,1006,60,2.2,0,0
2024/1/6 22:00,9.9,1006.1,58,3.5,,0
2024/1/6 23:00,7.9,1006.1,61,0.7,,0
2024/1/7 0:00,7.5,1005.9,66,1.1,,0
2024/1/7 1:00,6.3,1005.6,74,1,,0
2024/1/7 2:00,6.5,1004.9,73,1.1,,0
2024/1/7 3:00,7,1004.6,70,1.5,0,0
2024/1/7 4:00,6.9,1004.5,70,0.9,,0
2024/1/7 5:00,6,1004.3,75,1.3,,0
2024/1/7 6:00,7.9,1005,60,1.6,0+,0
2024/1/7 7:00,7.5,1005.8,54,2,,0
2024/1/7 8:00,7.5,1006.9,54,1.9,,0
2024/1/7 9:00,9,1007.4,53,3.4,7,0
2024/1/7 10:00,8.9,1007.3,49,2,,0
2024/1/7 11:00,10,1006.3,42,2.9,,0
2024/1/7 12:00,11.6,1005.4,31,1.2,5,0
2024/1/7 13:00,10.7,1004.7,31,1.9,,0
2024/1/7 14:00,10.7,1004.2,29,1.7,,0
2024/1/7 15:00,10.4,1004.4,39,1.6,10-,0
2024/1/7 16:00,9.5,1004.7,47,3,,0
2024/1/7 17:00,9.5,1004.5,44,2.9,,0
2024/1/7 18:00,9.2,1004.4,45,2.2,9,0
2024/1/7 19:00,9.3,1004.3,46,2.4,,0
2024/1/7 20:00,8.4,1004.4,57,2,,0
2024/1/7 21:00,7,1004.4,66,1.4,8,0
2024/1/7 22:00,7.7,1004.8,59,2.9,,0
2024/1/7 23:00,6.9,1005.9,47,4.6,,0
2024/1/8 0:00,5.8,1006.3,50,4.4,,0
2024/1/8 1:00,4.2,1006.9,64,2.1,,0
2024/1/8 2:00,3.3,1007.6,70,1.4,,0
2024/1/8 3:00,3.3,1008.2,68,2.1,0,0
2024/1/8 4:00,4.1,1009.4,53,4.3,,0
2024/1/8 5:00,3.7,1010.9,56,3.6,,0
2024/1/8 6:00,3.3,1012.4,57,2.6,0,0
2024/1/8 7:00,2.8,1013.6,58,3.3,,0
2024/1/8 8:00,3.5,1014.4,55,3.5,,0
2024/1/8 9:00,5.6,1015.3,49,2.3,0+,0
2024/1/8 10:00,7.3,1015.5,37,3.9,,0
2024/1/8 11:00,7.9,1015,27,5.2,,0
2024/1/8 12:00,8.9,1014.6,20,7.2,0+,0
2024/1/8 13:00,9.6,1014.6,22,6.3,,0
2024/1/8 14:00,9,1014.9,22,4.1,,0
2024/1/8 15:00,8.5,1015.4,24,5.8,0+,0
2024/1/8 16:00,7.9,1016.3,25,3.7,,0
2024/1/8 17:00,6.8,1017.2,31,2.3,,0
2024/1/8 18:00,5.8,1018.1,35,1.8,0+,0
2024/1/8 19:00,4.9,1018.4,36,2.1,,0
2024/1/8 20:00,4.9,1018.6,38,1.9,,0
2024/1/8 21:00,4.5,1018.9,39,3.5,0+,0
2024/1/8 22:00,4,1018.7,42,1.7,,0
2024/1/8 23:00,3.5,1018.7,46,2.9,,0
2024/1/9 0:00,3.2,1018.8,49,2.3,,0
2024/1/9 1:00,3.5,1018.6,47,1.9,,0
2024/1/9 2:00,3.4,1018.7,48,1.6,,0
2024/1/9 3:00,2.6,1018.1,51,2.6,7,0
2024/1/9 4:00,2.8,1017.9,50,1.9,,0
2024/1/9 5:00,2.2,1017.6,52,1.7,,0
2024/1/9 6:00,2,1017.6,53,2.2,0+,0
2024/1/9 7:00,1.9,1017.8,58,0.8,,0
2024/1/9 8:00,2.4,1017.9,55,2.6,,0
2024/1/9 9:00,4,1017.6,48,1.9,0+,0
2024/1/9 10:00,4.9,1016.9,42,2.9,,0
2024/1/9 11:00,6.3,1015.5,40,1.5,,0
2024/1/9 12:00,9.2,1013.7,39,1.5,0+,0
2024/1/9 13:00,9.5,1012.6,39,2.4,,0
2024/1/9 14:00,10.1,1011.5,41,2.4,,0
2024/1/9 15:00,9.9,1011.2,48,1.3,0+,0
2024/1/9 16:00,9.4,1010.7,51,1,,0
2024/1/9 17:00,8.1,1010.7,44,2.7,,0
2024/1/9 18:00,7.4,1011.1,46,2.2,0,0
2024/1/9 19:00,6.3,1011.4,49,1.9,,0
2024/1/9 20:00,4.7,1011.7,59,0.8,,0
2024/1/9 21:00,6.2,1011.5,50,1.3,0,0
2024/1/9 22:00,5.5,1011.2,46,0.8,,0
2024/1/9 23:00,3.7,1011,56,0.7,,0
2024/1/10 0:00,4,1010.8,57,1.7,,0
2024/1/10 1:00,3.3,1010.6,59,1.1,,0
2024/1/10 2:00,3.2,1010.3,59,1.4,,0
2024/1/10 3:00,2.7,1009.9,64,1.7,0,0
2024/1/10 4:00,2.6,1009.7,67,1.4,,0
2024/1/10 5:00,2.4,1009.4,69,0.9,,0
2024/1/10 6:00,2.3,1009.4,70,1,0+,0
2024/1/10 7:00,2.7,1009.4,70,1.3,,0
2024/1/10 8:00,4.5,1009.4,66,0.6,,0
2024/1/10 9:00,7.6,1009.3,57,1.2,0+,0
2024/1/10 10:00,8.3,1009.2,54,2.3,,0
2024/1/10 11:00,9.8,1008.5,46,2.2,,0
2024/1/10 12:00,11.4,1007.5,40,1.8,10-,0
2024/1/10 13:00,11.4,1007.1,41,2.7,,0
2024/1/10 14:00,11.7,1007.1,40,2,,0
2024/1/10 15:00,11.7,1007.5,41,1.4,10-,0
2024/1/10 16:00,11.5,1008.4,42,1.6,,0
2024/1/10 17:00,10.9,1009.3,42,2.7,,0
2024/1/10 18:00,10.3,1009.7,44,3,10-,0
2024/1/10 19:00,9.2,1010.8,49,1.8,,0
2024/1/10 20:00,8.3,1011.7,48,2.8,,0
2024/1/10 21:00,7.7,1011.9,47,2.3,10-,0
2024/1/10 22:00,7,1011.8,45,3.1,,0
2024/1/10 23:00,6.5,1011.7,45,2.6,,0
2024/1/11 0:00,5.7,1011.9,45,2,,0
2024/1/11 1:00,5.3,1011.5,50,1.9,,0
2024/1/11 2:00,5.1,1011.5,50,2.8,,0
2024/1/11 3:00,4.4,1011.2,53,2.5,10-,0
2024/1/11 4:00,4,1011.4,57,2.5,,0
2024/1/11 5:00,3.8,1010.6,54,3.4,,0
2024/1/11 6:00,4,1011.3,58,2.1,10-,0
2024/1/11 7:00,3.6,1011.1,55,2.6,,0
2024/1/11 8:00,4.1,1012.1,50,2.8,,0
2024/1/11 9:00,4.3,1012,55,2.3,10-,0
2024/1/11 10:00,4.6,1011.9,55,2.6,,0
2024/1/11 11:00,5.5,1011.1,51,3.8,,0
2024/1/11 12:00,6.3,1009.8,45,4.3,10-,0
2024/1/11 13:00,6.3,1009.3,43,3.4,,0
2024/1/11 14:00,6.9,1009.1,39,3.1,,0
2024/1/11 15:00,6.6,1009.4,39,2.9,10-,0
2024/1/11 16:00,6.7,1009.5,38,1.8,,0
2024/1/11 17:00,6.4,1009.9,41,1.7,,0
2024/1/11 18:00,5.9,1010.3,46,1.5,9,0
2024/1/11 19:00,4.7,1011.3,52,2.6,,0
2024/1/11 20:00,4.3,1011.1,49,2.7,,0
2024/1/11 21:00,3,1010.5,57,1.4,0,0
2024/1/11 22:00,3.1,1010.3,58,2,,0
2024/1/11 23:00,3.3,1010.3,59,2.8,,0
2024/1/12 0:00,1.8,1009.8,62,1.5,,0
2024/1/12 1:00,2.4,1009.8,62,1.7,,0
2024/1/12 2:00,1.7,1009.8,62,1.3,,0
2024/1/12 3:00,0.9,1008.9,65,0.7,0,0
2024/1/12 4:00,1.5,1008.6,60,1.2,,0
2024/1/12 5:00,1.3,1008.2,65,1.5,,0
2024/1/12 6:00,0.9,1008.3,64,1.4,0,0
2024/1/12 7:00,1.1,1008.2,55,1.5,,0
2024/1/12 8:00,1.8,1007.9,53,0.9,,0
2024/1/12 9:00,5.1,1007.2,48,0.5,0+,0
2024/1/12 10:00,8.5,1006.3,50,0.8,,0
2024/1/12 11:00,9.5,1005.3,41,2.7,,0
2024/1/12 12:00,11.6,1004.1,40,2.2,0+,0
2024/1/12 13:00,12.6,1003.3,39,1.4,,0
2024/1/12 14:00,13,1002.7,41,0.9,,0
2024/1/12 15:00,13.5,1003,42,0.8,0+,0
2024/1/12 16:00,12.3,1003.2,48,1.1,,0
2024/1/12 17:00,10.3,1003.6,57,1.5,,0
2024/1/12 18:00,9.9,1004,61,1.6,0+,0
2024/1/12 19:00,9.4,1004.8,58,1.1,,0
2024/1/12 20:00,9.5,1005.3,46,1.4,,0
2024/1/12 21:00,10,1005.6,45,2.5,0,0
2024/1/12 22:00,8.8,1006.1,49,2.2,,0
2024/1/12 23:00,8,1006.5,51,2.5,,0
2024/1/13 0:00,6.4,1006.3,58,1.3,,0
2024/1/13 1:00,6.5,1006.4,55,2.6,,0
2024/1/13 2:00,6.4,1006.8,54,1.6,,0
2024/1/13 3:00,6.1,1006.9,56,1.6,0+,0
2024/1/13 4:00,5.9,1006.8,57,2.8,,0
2024/1/13 5:00,6.1,1006.5,56,2.4,,0
2024/1/13 6:00,6,1006.9,55,1.9,10-,0
2024/1/13 7:00,6,1007.4,54,2.6,,0
2024/1/13 8:00,6.5,1007.9,52,2.4,,0
2024/1/13 9:00,7.4,1007.8,49,1.4,7,0
2024/1/13 10:00,8.1,1007.5,42,1.6,,0
2024/1/13 11:00,9.5,1006.5,42,1.9,,0
2024/1/13 12:00,10.9,1005.1,42,1.9,0+,0
2024/1/13 13:00,10.7,1004.6,44,1.6,,0
2024/1/13 14:00,10.5,1004,45,2,,0
2024/1/13 15:00,10.1,1004,50,1.9,9,0
2024/1/13 16:00,6.2,1005.7,80,3.4,,0.5
2024/1/13 17:00,3.3,1009,86,4.4,,0
2024/1/13 18:00,1.3,1010.7,95,2.7,10,1.5
2024/1/13 19:00,1.4,1011.6,93,3.7,,0
2024/1/13 20:00,2.6,1012.8,73,3.4,,0
2024/1/13 21:00,2.5,1013.8,67,2.6,0+,0
2024/1/13 22:00,2.5,1014.8,63,3.1,,0
2024/1/13 23:00,2.2,1016,60,4.7,,0
2024/1/14 0:00,2.8,1016.6,52,6.2,,0
2024/1/14 1:00,2.4,1017.3,49,4,,0
2024/1/14 2:00,2.6,1018.4,46,6,,0
2024/1/14 3:00,2.9,1018.3,45,4.4,0,0
2024/1/14 4:00,2.9,1018.6,46,2.7,,0
2024/1/14 5:00,2.5,1019.4,49,2.1,,0
2024/1/14 6:00,2,1020.8,49,2.1,0,0
2024/1/14 7:00,1.2,1021.5,54,1.5,,0
2024/1/14 8:00,2,1022.1,54,1.2,,0
2024/1/14 9:00,3.3,1022.9,49,1.6,0,0
2024/1/14 10:00,5.4,1022.3,42,1.8,,0
2024/1/14 11:00,7.1,1021.2,37,2.8,,0
2024/1/14 12:00,7.9,1019.5,42,4.6,0+,0
2024/1/14 13:00,8.9,1018.3,44,3.6,,0
2024/1/14 14:00,9.6,1017.1,46,4.9,,0
2024/1/14 15:00,9.6,1015.8,53,6.2,0+,0
2024/1/14 16:00,10.5,1014.9,50,4.7,,0
2024/1/14 17:00,9.7,1014.1,51,5.4,,0
2024/1/14 18:00,9.3,1013.1,54,6,0+,0
2024/1/14 19:00,9.3,1012.3,57,5.4,,0
2024/1/14 20:00,9.5,1011.5,48,6.2,,0
2024/1/14 21:00,9.4,1011,53,6.5,0+,0
2024/1/14 22:00,9.1,1009.7,60,5.3,,0
2024/1/14 23:00,7.9,1009.2,51,2.8,,0
2024/1/15 0:00,9.3,1007.9,45,5.3,,0
2024/1/15 1:00,7,1007.2,49,3,,0
2024/1/15 2:00,3.5,1006.7,61,0.7,,0
2024/1/15 3:00,3.8,1005.4,64,1.4,6,0
2024/1/15 4:00,3.6,1004.7,64,1.3,,0
2024/1/15 5:00,3.1,1005,60,0.7,,0
2024/1/15 6:00,2.9,1005.8,66,2.2,0+,0
2024/1/15 7:00,4.6,1006.6,59,4.1,,0
2024/1/15 8:00,6.6,1007.5,55,4.4,,0
2024/1/15 9:00,7.5,1008.4,50,3.5,8,0
2024/1/15 10:00,9.4,1007.8,42,3.8,,0
2024/1/15 11:00,10.1,1007.3,39,4,,0
2024/1/15 12:00,11.1,1006.3,37,5,0+,0
2024/1/15 13:00,10.7,1005.6,33,4.5,,0
2024/1/15 14:00,10.3,1005.4,31,5.3,,0
2024/1/15 15:00,8.8,1006,31,4.3,0+,0
2024/1/15 16:00,7.7,1006.9,32,5,,0
2024/1/15 17:00,6.6,1007.6,34,3.8,,0
2024/1/15 18:00,5.7,1008.3,35,2.1,0+,0
2024/1/15 19:00,5.5,1008.6,35,6.3,,0
2024/1/15 20:00,5.2,1009.2,36,5.9,,0
2024/1/15 21:00,5.1,1009.6,36,5.8,1,0
2024/1/15 22:00,4.7,1010.6,36,5.7,,0
2024/1/15 23:00,3.9,1011.5,40,5.1,,0
2024/1/16 0:00,3.5,1011.9,41,2.5,,0
2024/1/16 1:00,2.6,1012.2,47,2.6,,0
2024/1/16 2:00,1.9,1012.4,50,1.7,,0
2024/1/16 3:00,2.3,1012.5,48,3.4,0+,0
2024/1/16 4:00,2,1012.4,51,3.4,,0
2024/1/16 5:00,0.8,1013.2,54,2,,0
2024/1/16 6:00,1.1,1014.5,53,2.1,0+,0
2024/1/16 7:00,0.6,1014.9,58,3.2,,0
2024/1/16 8:00,1.4,1015.3,58,4.2,,0
2024/1/16 9:00,3,1015.9,51,3.4,0+,0
2024/1/16 10:00,4.9,1016,40,4.8,,0
2024/1/16 11:00,6.4,1015.3,36,3.8,,0
2024/1/16 12:00,6.1,1015,26,6.4,7,0
2024/1/16 13:00,5.5,1015.6,34,4.8,,0
2024/1/16 14:00,6.7,1016.2,33,6.2,,0
2024/1/16 15:00,5.5,1017.1,33,9.7,1,0
2024/1/16 16:00,5.2,1018.4,35,4.5,,0
2024/1/16 17:00,4.3,1018.7,39,6.1,,0
2024/1/16 18:00,3.9,1019.9,42,3.7,0+,0
2024/1/16 19:00,4.1,1020.1,41,5.5,,0
2024/1/16 20:00,4.6,1020.7,39,4.2,,0
2024/1/16 21:00,4.7,1020.3,38,4.4,0,0
2024/1/16 22:00,4.2,1021.3,40,3.6,,0
2024/1/16 23:00,4,1022,40,2.4,,0
2024/1/17 0:00,3.1,1022.4,43,1.8,,0
2024/1/17 1:00,1.5,1022.9,50,0.8,,0
2024/1/17 2:00,2.6,1023.3,44,2.2,,0
2024/1/17 3:00,3.3,1023.5,41,2.3,0+,0
2024/1/17 4:00,2,1023.6,50,2.4,,0
2024/1/17 5:00,1.7,1024.1,51,1.4,,0
2024/1/17 6:00,1.9,1025,49,1.9,0+,0
2024/1/17 7:00,1.3,1024.9,52,1.7,,0
2024/1/17 8:00,2.9,1025.3,52,1.1,,0
2024/1/17 9:00,5.6,1025.5,43,1.2,0,0
2024/1/17 10:00,7.2,1025.5,39,2,,0
2024/1/17 11:00,8.9,1025,36,1.3,,0
2024/1/17 12:00,9.4,1023.5,31,1.4,0+,0
2024/1/17 13:00,10.6,1022.8,30,1.1,,0
2024/1/17 14:00,11.8,1022.1,29,1.6,,0
2024/1/17 15:00,11.4,1021.6,36,1.8,0+,0
2024/1/17 16:00,10.8,1021.2,44,1.6,,0
2024/1/17 17:00,8.3,1021.3,55,1.8,,0
2024/1/17 18:00,7,1021.8,62,1.7,0,0
2024/1/17 19:00,7,1021.6,64,0.9,,0
2024/1/17 20:00,6.3,1021.4,66,0.8,,0
2024/1/17 21:00,7.1,1021.4,61,0.3,8,0
2024/1/17 22:00,7.3,1020.9,66,1.7,,0
2024/1/17 23:00,7.3,1020.5,55,1.9,,0
2024/1/18 0:00,6.3,1020.2,49,1.3,,0
2024/1/18 1:00,6.6,1019.7,47,1.2,,0
2024/1/18 2:00,6.1,1019.6,48,1.5,,0
2024/1/18 3:00,5,1019.2,49,1.7,3,0
2024/1/18 4:00,4.3,1018.7,53,1.8,,0
2024/1/18 5:00,3.7,1018.8,56,1.8,,0
2024/1/18 6:00,3.5,1019,57,2.5,6,0
2024/1/18 7:00,2.7,1018.7,60,1.2,,0
2024/1/18 8:00,4.9,1018.9,55,1.7,,0
2024/1/18 9:00,7.4,1018.6,43,0.8,5,0
2024/1/18 10:00,10.3,1018.3,39,1.1,,0
2024/1/18 11:00,11.2,1016.6,38,1.9,,0
2024/1/18 12:00,12.3,1015.1,37,1.7,7,0
2024/1/18 13:00,12,1014.6,44,2.3,,0
2024/1/18 14:00,11.9,1014.1,42,0.4,,0
2024/1/18 15:00,12.1,1013.9,47,1.2,10-,0
2024/1/18 16:00,11.7,1014,47,1.7,,0
2024/1/18 17:00,11,1014.4,49,1.7,,0
2024/1/18 18:00,10.2,1014.4,54,1.2,10-,0
2024/1/18 19:00,9.5,1015,56,1.5,,0
2024/1/18 20:00,9.5,1015.4,57,1.4,,0
2024/1/18 21:00,9.6,1015.5,57,0.9,10-,0
2024/1/18 22:00,9.2,1015.7,55,1.5,,0
2024/1/18 23:00,9.3,1015.8,48,1.5,,0
2024/1/19 0:00,9.3,1016.3,47,1.6,,0
2024/1/19 1:00,8.6,1016,53,1.6,,0
2024/1/19 2:00,8.5,1016.7,57,0.8,,0
2024/1/19 3:00,9,1016.9,58,1.5,10-,0
2024/1/19 4:00,8.7,1017.6,61,1.4,,0
2024/1/19 5:00,8.9,1017.9,61,1.8,,0
2024/1/19 6:00,8.5,1018.9,63,1.2,10-,0
2024/1/19 7:00,8.8,1020,65,2.2,,0
2024/1/19 8:00,9.5,1021.1,65,0.9,,0
2024/1/19 9:00,10.3,1021.4,57,1.2,10-,0
2024/1/19 10:00,12,1021.4,50,1.2,,0
2024/1/19 11:00,13,1020.8,47,1.9,,0
2024/1/19 12:00,13.5,1020,50,2.4,8,0
2024/1/19 13:00,14.3,1019.5,50,2.1,,0
2024/1/19 14:00,14.2,1019.5,48,2.1,,0
2024/1/19 15:00,13.3,1020.1,53,3.8,10-,0
2024/1/19 16:00,11.9,1020.9,56,2.9,,0
2024/1/19 17:00,10.6,1021.8,60,4.6,,0
2024/1/19 18:00,9.7,1023,65,3.8,0+,0
2024/1/19 19:00,9.2,1023.4,66,3.3,,0
2024/1/19 20:00,9.2,1024.1,67,2.1,,0
2024/1/19 21:00,8.9,1024.8,65,1.8,10-,0
2024/1/19 22:00,9,1025.3,65,3.7,,0
2024/1/19 23:00,8,1025.8,62,2.8,,0
2024/1/20 0:00,7.6,1025.9,56,3.7,,0
2024/1/20 1:00,7.3,1025.7,54,2.5,,0
2024/1/20 2:00,7.2,1025.8,54,3.5,,0
2024/1/20 3:00,7,1025.6,55,3.6,10-,0
2024/1/20 4:00,6.9,1025.6,57,3.5,,0
2024/1/20 5:00,6.9,1025.9,57,3.5,,0
2024/1/20 6:00,6.7,1026.1,56,2.8,10-,0
2024/1/20 7:00,6.7,1026.6,58,3,,0
2024/1/20 8:00,6.6,1027.2,58,3,,0
2024/1/20 9:00,6.7,1027.5,57,2.6,10,0
2024/1/20 10:00,6.7,1027.5,58,2.3,,0
